id,parent_id,name,level
4131,123,龙岩市,2
4132,123,宁德市,2
4133,0,江西省,1
4134,133,南昌市,2
4135,133,景德镇市,2
4136,133,萍乡市,2
4137,133,九江市,2
4138,133,新余市,2
4139,133,鹰潭市,2
4140,133,赣州市,2
4141,133,吉安市,2
4142,133,宜春市,2
4143,133,抚州市,2
4144,133,上饶市,2
4145,0,山东省,1
4146,145,济南市,2
4147,145,青岛市,2
4148,145,淄博市,2
4149,145,枣庄市,2
4150,145,东营市,2
4151,145,烟台市,2
4152,145,潍坊市,2
4153,145,济宁市,2
4154,145,泰安市,2
4155,145,威海市,2
4156,145,日照市,2
4157,145,临沂市,2
4158,145,德州市,2
4159,145,聊城市,2
4160,145,滨州市,2
4161,145,菏泽市,2
4162,0,河南省,1
4163,162,郑州市,2
4164,162,开封市,2
4165,162,洛阳市,2
4166,162,平顶山市,2
4167,162,安阳市,2
4168,162,鹤壁市,2
4169,162,新乡市,2
4170,162,焦作市,2
4171,162,濮阳市,2
4172,162,许昌市,2
4173,162,漯河市,2
4174,162,三门峡市,2
4175,162,南阳市,2
4176,162,商丘市,2
4177,162,信阳市,2
4178,162,周口市,2
4179,162,驻马店市,2
4180,162,济源市,2
4181,0,湖北省,1
4182,181,武汉市,2
4183,181,黄石市,2
4184,181,十堰市,2
4185,181,宜昌市,2
4186,181,襄阳市,2
4187,181,鄂州市,2
4188,181,荆门市,2
4189,181,孝感市,2
4190,181,荆州市,2
4191,181,黄冈市,2
4192,181,咸宁市,2
4193,181,随州市,2
4194,181,恩施土家族苗族自治州,2
4195,181,仙桃市,2
4196,181,潜江市,2
4197,181,天门市,2
4198,181,神农架林区,2
4199,0,湖南省,1
4200,199,长沙市,2
4201,199,株洲市,2
4202,199,湘潭市,2
4203,199,衡阳市,2
4204,199,邵阳市,2
4205,199,岳阳市,2
4206,199,常德市,2
4207,199,张家界市,2
4208,199,益阳市,2
4209,199,郴州市,2
4210,199,永州市,2
4211,199,怀化市,2
4212,199,娄底市,2
4213,199,湘西土家族苗族自治州,2
4214,0,广东省,1
4215,214,广州市,2
4216,214,韶关市,2
4217,214,深圳市,2
4218,214,珠海市,2
4219,214,汕头市,2
4220,214,佛山市,2
4221,214,江门市,2
4222,214,湛江市,2
4223,214,茂名市,2
4224,214,肇庆市,2
4225,214,惠州市,2
4226,214,梅州市,2
4227,214,汕尾市,2
4228,214,河源市,2
4229,214,阳江市,2
4230,214,清远市,2
4231,214,东莞市,2
4232,214,中山市,2
4233,214,潮州市,2
4234,214,揭阳市,2
4235,214,云浮市,2
4236,0,广西壮族自治区,1
4237,236,南宁市,2
4238,236,柳州市,2
4239,236,桂林市,2
4240,236,梧州市,2
4241,236,北海市,2
4242,236,防城港市,2
4243,236,钦州市,2
4244,236,贵港市,2
4245,236,玉林市,2
4246,236,百色市,2
4247,236,贺州市,2
4248,236,河池市,2
4249,236,来宾市,2
4250,236,崇左市,2
4251,0,海南省,1
4252,251,海口市,2
4253,251,三亚市,2
4254,251,三沙市,2
4255,251,儋州市,2
4256,0,重庆市,1
4257,0,四川省,1
4258,257,成都市,2
4259,257,自贡市,2
4260,257,攀枝花市,2
4261,257,泸州市,2
4262,257,德阳市,2
4263,257,绵阳市,2
4264,257,广元市,2
4265,257,遂宁市,2
4266,257,内江市,2
4267,257,乐山市,2
4268,257,南充市,2
4269,257,眉山市,2
4270,257,宜宾市,2
4271,257,广安市,2
4272,257,达州市,2
4273,257,雅安市,2
4274,257,巴中市,2
4275,257,资阳市,2
4276,257,阿坝藏族羌族自治州,2
4277,257,甘孜藏族自治州,2
4278,257,凉山彝族自治州,2
4279,0,贵州省,1
4280,279,贵阳市,2
4281,279,六盘水市,2
4282,279,遵义市,2
4283,279,安顺市,2
4284,279,毕节市,2
4285,279,铜仁市,2
4286,279,黔西南布依族苗族自治州,2
4287,279,黔东南苗族侗族自治州,2
4288,279,黔南布依族苗族自治州,2
4289,0,云南省,1
4290,289,昆明市,2
4291,289,曲靖市,2
4292,289,玉溪市,2
4293,289,保山市,2
4294,289,昭通市,2
4295,289,丽江市,2
4296,289,普洱市,2
4297,289,临沧市,2
4298,289,楚雄彝族自治州,2
4299,289,红河哈尼族彝族自治州,2
4300,289,文山壮族苗族自治州,2
4301,289,西双版纳傣族自治州,2
4302,289,大理白族自治州,2
4303,289,德宏傣族景颇族自治州,2
4304,289,怒江傈僳族自治州,2
4305,289,迪庆藏族自治州,2
4306,0,西藏自治区,1
4307,306,拉萨市,2
4308,306,日喀则市,2
4309,306,昌都市,2
4310,306,林芝市,2
4311,306,山南市,2
4312,306,那曲市,2
4313,306,阿里地区,2
4314,0,陕西省,1
4315,314,西安市,2
4316,314,铜川市,2
4317,314,宝鸡市,2
4318,314,咸阳市,2
4319,314,渭南市,2
4320,314,延安市,2
4321,314,汉中市,2
4322,314,榆林市,2
4323,314,安康市,2
4324,314,商洛市,2
4325,0,甘肃省,1
4326,325,兰州市,2
4327,325,嘉峪关市,2
4328,325,金昌市,2
4329,325,白银市,2
4330,325,天水市,2
4331,325,武威市,2
4332,325,张掖市,2
4333,325,平凉市,2
4334,325,酒泉市,2
4335,325,庆阳市,2
4336,325,定西市,2
4337,325,陇南市,2
4338,325,临夏回族自治州,2
4339,325,甘南藏族自治州,2
4340,0,青海省,1
4341,340,西宁市,2
4342,340,海东市,2
4343,340,海北藏族自治州,2
4344,340,黄南藏族自治州,2
4345,340,海南藏族自治州,2
4346,340,果洛藏族自治州,2
4347,340,玉树藏族自治州,2
4348,340,海西蒙古族藏族自治州,2
4349,0,宁夏回族自治区,1
4350,349,银川市,2
4351,349,石嘴山市,2
4352,349,吴忠市,2
4353,349,固原市,2
4354,349,中卫市,2
4355,0,新疆维吾尔自治区,1
4356,355,乌鲁木齐市,2
4357,355,克拉玛依市,2
4358,355,吐鲁番市,2
4359,355,哈密市,2
4360,355,昌吉回族自治州,2
4361,355,博尔塔拉蒙古自治州,2
4362,355,巴音郭楞蒙古自治州,2
4363,355,阿克苏地区,2
4364,355,克孜勒苏柯尔克孜自治州,2
4365,355,喀什地区,2
4366,355,和田地区,2
4367,355,伊犁哈萨克自治州,2
4368,355,塔城地区,2
4369,355,阿勒泰地区,2
4370,0,香港特别行政区,1
4371,0,澳门特别行政区,1
4372,0,台湾省,1
