id,parent_id,name,level
2248,229,聚众斗殴罪,2
2249,229,寻衅滋事罪,2
2250,229,组织、领导、参加黑社会性质组织罪,2
2251,229,入境发展黑社会组织罪,2
2252,229,包庇、纵容黑社会性质组织罪,2
2253,229,传授犯罪方法罪,2
2254,229,非法集会、游行、示威罪,2
2255,229,非法携带武器、管制刀具、爆炸物参加集会、游行、示威罪,2
2256,229,破坏集会、游行、示威罪,2
2257,229,侮辱国旗、国徽罪,2
2258,229,侮辱国歌罪,2
2259,229,组织、利用会道门、邪教组织、利用迷信破坏法律实施罪,2
2260,229,组织、利用会道门、邪教组织、利用迷信致人重伤、死亡罪,2
2261,229,聚众淫乱罪,2
2262,229,引诱未成年人聚众淫乱罪,2
2263,229,盗窃、侮辱、故意毁坏尸体、尸骨、骨灰罪,2
2264,229,赌博罪,2
2265,229,开设赌场罪,2
2266,229,故意延误投递邮件罪,2
2267,229,妨害传染病防治罪,2
2268,229,传染病菌种、毒种扩散罪,2
2269,229,妨害国境卫生检疫罪,2
2270,229,非法组织卖血罪,2
2271,229,强迫卖血罪,2
2272,229,非法采集、供应血液、制作、供应血液制品罪,2
2273,229,采集、供应血液、制作、供应血液制品事故罪,2
2274,229,医疗事故罪,2
2275,229,非法行医罪,2
2276,229,非法进行节育手术罪,2
2277,229,妨害动植物防疫、检疫罪,2
2278,229,污染环境罪,2
2279,229,非法处置进口的固体废物罪,2
2280,229,擅自进口固体废物罪,2
2281,229,非法捕捞水产品罪,2
2282,229,危害珍贵、濒危野生动物罪,2
2283,229,非法狩猎罪,2
2284,229,非法猎捕、收购、运输、出售陆生野生动物罪,2
2285,229,非法占用农用地罪,2
2286,229,非法采矿罪,2
2287,229,破坏性采矿罪,2
2288,229,危害国家重点保护植物罪,2
2289,229,非法引进、释放、丢弃外来入侵物种罪,2
2290,229,盗伐林木罪,2
2291,229,滥伐林木罪,2
2292,229,非法收购、运输盗伐、滥伐的林木罪,2
2293,229,走私、贩卖、运输、制造毒品罪,2
2294,229,非法持有毒品罪,2
2295,229,包庇毒品犯罪分子罪,2
2296,229,窝藏、转移、隐瞒毒品、毒赃罪,2
2297,229,非法生产、买卖、运输制毒物品、走私制毒物品罪,2
2298,229,非法种植毒品原植物罪,2
2299,229,非法买卖、运输、携带、持有毒品原植物种子、幼苗罪,2
2300,229,引诱、教唆、欺骗他人吸毒罪,2
2301,229,强迫他人吸毒罪,2
2302,229,容留他人吸毒罪,2
2303,229,非法提供麻醉药品、精神药品罪,2
2304,229,组织卖淫罪,2
2305,229,强迫卖淫罪,2
2306,229,协助组织卖淫罪,2
2307,229,引诱、容留、介绍卖淫罪,2
2308,229,引诱幼女卖淫罪,2
2309,229,传播性病罪,2
2310,229,制作、复制、出版、贩卖、传播淫秽物品牟利罪,2
2311,229,为他人提供书号出版淫秽书刊罪,2
2312,229,传播淫秽物品罪,2
2313,229,组织播放淫秽音像制品罪,2
2314,229,组织淫秽表演罪,2
2315,0,危害国防利益罪,1
2316,315,阻碍军人执行职务罪,2
2317,315,阻碍军事行动罪,2
2318,315,破坏武器装备、军事设施、军事通信罪,2
2319,315,过失损坏武器装备、军事设施、军事通信罪,2
2320,315,故意提供不合格武器装备、军事设施罪,2
2321,315,过失提供不合格武器装备、军事设施罪,2
2322,315,聚众冲击军事禁区罪,2
2323,315,聚众扰乱军事管理区秩序罪,2
2324,315,冒充军人招摇撞骗罪,2
2325,315,煽动军人逃离部队罪,2
2326,315,雇用逃离部队军人罪,2
2327,315,接送不合格兵员罪,2
2328,315,伪造、变造、买卖武装部队公文、证件、印章罪,2
2329,315,盗窃、抢夺武装部队公文、证件、印章罪,2
2330,315,非法生产、买卖武装部队制式服装罪,2
2331,315,伪造、盗窃、买卖、非法提供、非法使用武装部队专用标志罪,2
2332,315,战时拒绝、逃避征召、军事训练罪,2
2333,315,战时拒绝、逃避服役罪,2
2334,315,战时故意提供虚假敌情罪,2
2335,315,战时造谣扰乱军心罪,2
2336,315,战时窝藏逃离部队军人罪,2
2337,315,战时拒绝、故意延误军事订货罪,2
2338,315,战时拒绝军事征收、征用罪,2
2339,0,贪污贿赂罪,1
2340,339,贪污罪,2
2341,339,挪用公款罪,2
2342,339,受贿罪,2
2343,339,单位受贿罪,2
2344,339,利用影响力受贿罪,2
2345,339,行贿罪,2
2346,339,对有影响力的人行贿罪,2
2347,339,对单位行贿罪,2
2348,339,介绍贿赂罪,2
2349,339,单位行贿罪,2
2350,339,巨额财产来源不明罪,2
2351,339,隐瞒境外存款罪,2
2352,339,私分国有资产罪,2
2353,339,私分罚没财物罪,2
2354,0,渎职罪,1
2355,354,滥用职权罪,2
2356,354,玩忽职守罪,2
2357,354,故意泄露国家秘密罪,2
2358,354,过失泄露国家秘密罪,2
2359,354,徇私枉法罪,2
2360,354,民事、行政枉法裁判罪,2
2361,354,执行判决、裁定滥用职权罪,2
2362,354,执行判决、裁定失职罪,2
2363,354,枉法仲裁罪,2
2364,354,私放在押人员罪,2
2365,354,失职致使在押人员脱逃罪,2
2366,354,徇私舞弊减刑、假释、暂予监外执行罪,2
2367,354,徇私舞弊不移交刑事案件罪,2
2368,354,滥用管理公司、证券职权罪,2
2369,354,徇私舞弊不征、少征税款罪,2
2370,354,徇私舞弊发售发票、抵扣税款、出口退税罪,2
2371,354,违法提供出口退税凭证罪,2
2372,354,国家机关工作人员签订、履行合同失职被骗罪,2
2373,354,违法发放林木采伐许可证罪,2
2374,354,环境监管失职罪,2
2375,354,食品药品监管渎职罪,2
2376,354,传染病防治失职罪,2
2377,354,非法批准征收、征用、占用土地罪,2
2378,354,非法低价出让国有土地使用权罪,2
2379,354,放纵走私罪,2
2380,354,商检徇私舞弊罪,2
2381,354,商检失职罪,2
2382,354,动植物检疫徇私舞弊罪,2
2383,354,动植物检疫失职罪,2
2384,354,放纵制售伪劣商品犯罪行为罪,2
2385,354,办理偷越国（边）境人员出入境证件罪,2
2386,354,放行偷越国（边）境人员罪,2
2387,354,不解救被拐卖、绑架妇女、儿童罪,2
2388,354,阻碍解救被拐卖、绑架妇女、儿童罪,2
2389,354,帮助犯罪分子逃避处罚罪,2
2390,354,招收公务员、学生徇私舞弊罪,2
2391,354,失职造成珍贵文物损毁、流失罪,2
2392,0,军人违反职责罪,1
2393,392,战时违抗命令罪,2
2394,392,隐瞒、谎报军情罪,2
2395,392,拒传、假传军令罪,2
2396,392,投降罪,2
2397,392,战时临阵脱逃罪,2
2398,392,擅离、玩忽军事职守罪,2
2399,392,阻碍执行军事职务罪,2
2400,392,指使部属违反职责罪,2
2401,392,违令作战消极罪,2
2402,392,拒不救援友邻部队罪,2
2403,392,军人叛逃罪,2
2404,392,非法获取军事秘密罪,2
2405,392,为境外窃取、刺探、收买、非法提供军事秘密罪,2
2406,392,故意泄露军事秘密罪,2
2407,392,过失泄露军事秘密罪,2
2408,392,战时造谣惑众罪,2
2409,392,战时自伤罪,2
2410,392,逃离部队罪,2
2411,392,武器装备肇事罪,2
2412,392,擅自改变武器装备编配用途罪,2
2413,392,盗窃、抢夺武器装备、军用物资罪,2
2414,392,非法出卖、转让武器装备罪,2
2415,392,遗弃武器装备罪,2
2416,392,遗失武器装备罪,2
2417,392,擅自出卖、转让军队房地产罪,2
2418,392,虐待部属罪,2
2419,392,遗弃伤病军人罪,2
2420,392,战时拒不救治伤病军人罪,2
2421,392,战时残害居民、掠夺居民财物罪,2
2422,392,私放俘虏罪,2
2423,392,虐待俘虏罪,2
